District,Chiefdom,Name of PHU,Community,School Name,School Enrollment,EMIS Number,School Status
BONTHE,JONG,JORMA CHP,JORMA,DEC PRIMARY SCHOOL-JORMA,257,9999-9-99999,Old
BONTHE,JONG,JORMA CHP,KPAWAMA,DEC PRIMARY SCHOOL-KPAWAMA,200,9999-9-99999,Old
BONTHE,JONG,KOMENDE MCHP,BAIAMA,SLUIM PRIMARY SCHOOL-BAIAMA,215,9999-9-99999,Old
BONTHE,JONG,KOMENDE MCHP,MOSONGA,DEC PRIMARY SCHOOL-MOSONGA,215,9999-9-99999,Old
BONTHE,JONG,KOMENDE MCHP,KOMENDE,UMC PRIMARY SCHOOL-KOMENDE,251,9999-9-99999,Old
BONTHE,JONG,BAABA CHP,BO JONG,DEC PRIMARY SCHOOL BO JONG,154,9999-9-99999,Old
BONTHE,JONG,KABATI CHP,KABATI,UBC PRIMARY SCHOOL-KABATI,373,9999-9-99999,Old
BONTHE,JONG,KABATI CHP,MOCHARLES,DEC PRIMARY SCHOOL-MOCHARLES,256,9999-9-99999,Old
BONTHE,JONG,SEMABU CHP,SEMABU,RC PRIMARY SCHOOL-SEMABU,238,9999-9-99999,Old
BONTHE,JONG,SEMABU CHP,SEMABU,UBC PRIMARY SCHOOL-SEMABU,199,9999-9-99999,Old
BONTHE,JONG,SEMABU CHP,WONGAFOR,ICS PRIMARY SCHOOL- WONGAFOR,288,9999-9-99999,Old
BONTHE,JONG,GBANIGA CHP,GBANIGA,DEC PRIMARY SCHOOL-GBANIGA,235,9999-9-99999,Old
BONTHE,JONG,GAMBIA CHC,GAMBIA,UBC PRIMARY SCHOOL-GAMBIA,458,9999-9-99999,Old
BONTHE,JONG,GAMBIA CHC,MAMONGER,DEC PRIMARY SCHOOL-MAMONGER,323,9999-9-99999,Old
BONTHE,JONG,MOYOWA CHP,MOYOWA,RC PRIMARY SCHOOL-MOYOWA,373,9999-9-99999,Old
BONTHE,JONG,MOYOWA CHP,LABLAMA,UMC PRIMARY SCHOOL-LABLAMA,256,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,MATTRU,RC BOYS PRIMARY SCHOOL- MATTRU,486,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,MATTRU,ST THERESA RC GIRLS PRIMARY SCHOOL-MATTRU,349,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,MOLUCIA,BN DEC PRIMARY SCHOOL-MOLUCIA,88,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,MATTRU,DEC PRIMARY SCHOOL-MATTRU,438,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,MATTRU,SOLAR GRACE ACADEMY PRIMARY SCHOOL-MATTRU,312,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,MOWAGOR,NEW APOSTOLIC PRIMARY SCHOOL-MOWAGOR,140,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,COMBEY ACADEMY PRIMARY SCHOOL,COMBEY ACADEMY PRIMARY SCHOOL,186,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,LUAWA,ICS PRIMARY SCHOOL-LUAWA,244,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,AOG PRIMARY SCHOOL (Evangelical School),AOG PRIMARY SCHOOL (Evangelical School),104,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,LUAWA,UBC PRIMARY SCHOOL-LUAWA,284,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,SPLENDY PRIMARY SCHOOL,SPLENDY PRIMARY SCHOOL,44,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,PINNACLE PRIMARY SCHOOL,PINNACLE PRIMARY SCHOOL,109,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,NYADAGOR SCHOOL,NYADAGOR SCHOOL,130,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,MATTRU,UBC FLAMING PRIMARY SCHOOL-MATTRU,129,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,MATTRU,EVERY NATION PRIMARY SCHOOL-MATTRU,164,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,MATTRU,SRD PRIMARY SCHOOL-MATTRU,175,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,MATTRU,NIN PRIMARY SCHOOL-MATTRU,258,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,172,9999-9-99999,Old
BONTHE,JONG,MOSAVIE MCHP,GENDEMA,UBC PRIMARY SCHOOL-GENDEMA,125,9999-9-99999,Old
BONTHE,JONG,MOSAVIE MCHP,MOSAVIE,DEC PRIMARY SCHOOL-MOSAVIE,122,9999-9-99999,Old
BONTHE,JONG,SEGBWEMA CHP,YENGESA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL-YENGESA,180,9999-9-99999,Old
BONTHE,JONG,SEGBWEMA CHP,BLAMA,ROMAN CATHOLIC PRIMARY SCHOOL-BLAMA,300,9999-9-99999,Old
BONTHE,JONG,SEGBWEMA CHP,SEGBEWEMA,DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL-SEGBEWEMA,312,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,MATTRU JONG,UBC PRIMARY SCHOOL-MATTRU JONG,416,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,MATTRU JONG,FAWE PRIMARY SCHOOL-MATTRU JONG,331,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,MATTRU JONG,ICSS PRIMARY SCHOOL-MATTRU JONG,424,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,MATTRU JONG,ELFS PRIMARY SCHOOL-MATTRU JONG,120,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,SENEHUN VILLAGE,DEC PRIMARY SCHOOL-SENEHUN VILLAGE,189,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,WULAI VILLAGE,UBC PRIMARY SCHOOL-WULAI VILLAGE,138,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,EDDIE MARGAI PRIMARY SCHOOL,EDDIE MARGAI PRIMARY SCHOOL,201,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,BISSAO,DEC PRIMARY SCHOOL-BISSAO,83,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,MOSENTEH MCHP,MOSENTEH,R C SCHOOL MOSENTEH,251,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,MOSENTEH MCHP,BLAMA,SLC PRIMARY SCHOOL- BLAMA,261,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,BENDUMA CHC,BENDUMA,UBC PRIMARY SCHOOL-BENDUMA,273,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,BENDUMA CHC,MARELAY,UBC PRIMARY SCHOOL-MARELAY,225,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,MASSA KPANGUMA MCHP,MASSA KPANGUMA,UBC PRIMARY SCHOOL- MASSA KPANGUMA,236,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,HOYA MCHP,HOYA,UBC SCHOOL-HOYA,97,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,TOPAN CHP,KORNALEH,UNITED BRETHREN IN CHRIST PRIMARY SCHOOL-KORNALEH,118,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,TOPAN CHP,TOPAN,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL-TOPAN,180,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,TEI CHP,KARLEH,BONTHE DISTRICT COMMITTEE PRIMARY SCHOOL-KARLEH,145,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,TEI CHP,MANO KURANKOH,ROMAN CATHOLIC PRIMARY SCHOOL-MANO KURANKOH,165,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,TEI CHP,TEI,UBC PRIMARY SCHOOL-TEI,202,9999-9-99999,Old
BONTHE,KPANDA KEMOH,SENJEHUN CHP,SENJEHUN,UBC PRIMARY SCHOOL-SENJEHUN,256,9999-9-99999,Old
BONTHE,KPANDA KEMOH,SENJEHUN CHP,KEFELLEH,SLMB PRIMARY SCHOOL-KEFELLEH,147,9999-9-99999,Old
BONTHE,KPANDA KEMOH,SENJEHUN CHP,LELEIMA,NEW HAEVEST PRIMARY SCHOOL-LELEIMA,233,9999-9-99999,Old
BONTHE,KPANDA KEMOH,SENJEHUN CHP,SENJEHUN,SLMB PRIMARY SCHOOL-SENJEHUN,243,9999-9-99999,Old
BONTHE,KPANDA KEMOH,SENJEHUN CHP,PELEHUN,DEC PRIMARY SCHOOL-PELEHUN,253,9999-9-99999,Old
BONTHE,KPANDA KEMOH,GBONGEH CHP,GBONGEH,RC PRIMARY SCHOOL-GBONGEH,192,9999-9-99999,Old
BONTHE,KPANDA KEMOH,GBONGEH CHP,NGIYEBU,RC PRIMARY SCHOOL-NGIYEBU,221,9999-9-99999,Old
BONTHE,KPANDA KEMOH,GBONGEH CHP,MOTAMIE,DEC PRIMARY SCHOOL-MOTAMIE,242,9999-9-99999,Old
BONTHE,KPANDA KEMOH,GAMBIA POPEIMA MCHP,GAMBIA POPEIMA,UBC PRIMARY SCHOOL-GAMBIA POPEIMA,249,9999-9-99999,Old
BONTHE,KPANDA KEMOH,LAWANA MCHP,LAWANA,UBC PRIMARY SCHOOL-LAWANA,186,9999-9-99999,Old
BONTHE,KPANDA KEMOH,LAWANA MCHP,TOBANDA,UBC PRIMARY SCHOOL-TOBANDA,167,9999-9-99999,Old
BONTHE,KPANDA KEMOH,KOBOTU CHP,KOBOTU,DEC PRIMARY SCHOOL-KOBOTU,163,9999-9-99999,Old
BONTHE,KPANDA KEMOH,MOTUO CHC,MOTUO,UBC PRIMARY SCHOOL-MOTUO,221,9999-9-99999,Old
BONTHE,KPANDA KEMOH,MOTUO CHC,JAHUN,UBC PRIMARY SCHOOL-JAHUN,228,9999-9-99999,Old
BONTHE,KPANDA KEMOH,MOTUO CHC,FOMAYA,DEC PRIMARY SCHOOL-FOMAYA,84,9999-9-99999,Old
BONTHE,KPANDA KEMOH,MOTUO CHC,MOTUO,SLMB PRIMARY SCHOOL-MOTUO,137,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAP CHC,GBAP,ST THERESA PRIMARY SCHOOL-GBAP,258,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAP CHC,KARTI,DEC PRIMARY SCHOOL-KARTI,278,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAP CHC,BULLOM,NATIONS PRIMARY SCHOOL-BULLOM,116,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAP CHC,GANGAMA,DEC PRIMARY SCHOOL-GANGAMA,204,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAP CHC,MOGIGBA,DEC PRIMARY SCHOOL-MOGIGBA,73,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAMANI CHP,GBAMANI,BDEC PRIMARY SCHOOL-GBAMANI,239,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAMANI CHP,GBEMBO,DEC PRIMARY SCHOOL-GBEMBO,173,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAMANI CHP,MANO NGORINGANYA,BDEC PRIMARY SCHOOL-MANO NGORINGANYA,164,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,SUBU MCHP,SUBU PRIMARY SCHOOL,SUBU PRIMARY SCHOOL,190,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,BATHAHOL MCHP,BISSAO,DEC PRIMARY SCHOOL-BISSAO,255,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,MINAH CHP,MINAH,ICS PRIMARY SCHOOL-MINAH,318,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,MAAMU CHP,DEC PRIMARY SCHOOL,DEC PRIMARY SCHOOL,234,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,BAOMA KPENGEH CHC,MOTIFO,DEC PRIMARY SCHOOL-MOTIFO,141,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,BAOMA KPENGEH CHC,BAOMA KPENGEH,RC PRIMARY SCHOOL-BAOMA KPENGEH,292,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,TORMA GBAGBA CHP,SOLON,NEW HAEVEST PRIMARY SCHOOL-SOLON,367,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,TORMA GBAGBA CHP,BAABA,ICS PRIMARY SCHOOL-BAABA,377,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,TORMA GBAGBA CHP,TORMA GBAGBAHUN,SLUIM PRIMARY SCHOOL-TORMA GBAGBAHUN,268,9999-9-99999,Old
BONTHE,SITTIA,DELKEN CHC,DELKEN,UMC PRIMARY SCHOOL-DELKEN,317,9999-9-99999,Old
BONTHE,SITTIA,DELKEN CHC,KPETEWOMA,DEC PRIMARY SCHOOL-KPETEWOMA,186,9999-9-99999,Old
BONTHE,SITTIA,SANHAYA CHP,RC PRIMARY SCHOOL,RC PRIMARY SCHOOL,50,9999-9-99999,Old
BONTHE,SITTIA,NGEPAY CHP,DEC PRIMARY SCHOOL,DEC PRIMARY SCHOOL,50,9999-9-99999,Old
BONTHE,SITTIA,MO-SANDI MCHP,MO-SANDI,UMC PRIMARY SCHOOL-MO-SANDI,195,9999-9-99999,Old
BONTHE,SITTIA,MANIA CHC,MANIA,RC PRIMARY SCHOOL-MANIA,200,9999-9-99999,Old
BONTHE,SITTIA,MANIA CHC,DANGA,DEC PRIMARY SCHOOL-DANGA,99,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,YONI,UMC PRIMARY SCHOOL-YONI,99,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,MOSABAI,CHOKOLLOR PRIMARY SCHOOL-MOSABAI,255,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,CHOKOLLOR,DEC PRIMARY SCHOOL-CHOKOLLOR,104,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,BAIMBAY,DEC PRIMARY SCHOOL-BAIMBAY,105,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,BISACO,ICS PRIMARY SCHOOL-BISACO,67,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,HINDOR,DEC PRIMARY SCHOOL-HINDOR,39,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,TENGESAH,DEC PRIMARY SCHOOL-TENGESAH,55,9999-9-99999,Old
BONTHE,SITTIA,MBOKIE CHP,MBOKIE,UMC PRIMARY SCHOOL-MBOKIE,130,9999-9-99999,Old
BONTHE,SOGBINI,TIHUN CHC,TIHUN,NATIONAL ISLAMIC PRIMARY SCHOOL-TIHUN,215,9999-9-99999,Old
BONTHE,SOGBINI,TIHUN CHC,RC PRIMARY SCHOOL,RC PRIMARY SCHOOL,212,9999-9-99999,Old
BONTHE,SOGBINI,TIHUN CHC,SEMABU,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL-SEMABU,300,9999-9-99999,Old
BONTHE,SOGBINI,TIHUN CHC,LOGOS CHRISTIAN ACADEMY PRIMARY SCHOOL,LOGOS CHRISTIAN ACADEMY PRIMARY SCHOOL,143,9999-9-99999,New
BONTHE,SOGBINI,TIHUN CHC,NJAGBAHUN,NATIONAL ISLAMIC MISSION PRIMARY SCHOOL-NJAGBAHUN,225,9999-9-99999,New
BONTHE,SOGBINI,TIHUN CHC,KARLEH,ST. MARK ROMAN CATHOLIC PRIMARY SCHOOL-KARLEH,237,9999-9-99999,New
BONTHE,SOGBINI,MANDU CHP,MANDU,ST FRANCIS PRIMARY SCHOOL-MANDU,242,9999-9-99999,New
BONTHE,SOGBINI,GRIMA CHP,RC PRIMARY SCHOOL GRIMA (ST MICHAEL),RC PRIMARY SCHOOL GRIMA (ST MICHAEL),225,9999-9-99999,New
BONTHE,SOGBINI,GRIMA CHP,NAIJEH,DEC PRIMARY SCHOOL-NAIJEH,229,9999-9-99999,New
BONTHE,SOGBINI,GRIMA CHP,BAUYA,DEC PRIMARY SCHOOL-BAUYA,152,9999-9-99999,New
BONTHE,SOGBINI,NGUEH CHP,NGUEH,RC PRIMARY SCHOOL-NGUEH,278,9999-9-99999,New
BONTHE,SOGBINI,NGUEH CHP,SAAH,DEC PRIMARY SCHOOL-SAAH,64,9999-9-99999,New
BONTHE,SOGBINI,NGUEH CHP,MOSANJO,DEC PRIMARY SCHOOL-MOSANJO,137,9999-9-99999,New
BONTHE,SOGBINI,KANGA CHP,MOYORGBOR,DEC PRIMARY SCHOOL-MOYORGBOR,192,9999-9-99999,New
BONTHE,SOGBINI,KANGA CHP,TONSU,NATIONAL ISLAMIC MISSION PRIMARY SCHOOL(TONSU),143,9999-9-99999,New
BONTHE,SOGBINI,KANGA CHP,GEREHUN,UBC PRIMARY SCHOOL-GEREHUN,272,9999-9-99999,New
BONTHE,SOGBINI,KANGA CHP,KANGA,UBC PRIMARY SCHOOL-KANGA,144,9999-9-99999,New
BONTHE,YAWBEKO,TALIA CHC,DEC PRIMARY SCHOOL,DEC PRIMARY SCHOOL,269,9999-9-99999,New
BONTHE,YAWBEKO,TALIA CHC,TALIA,UBC PRIMARY SCHOOL-TALIA,255,9999-9-99999,New
BONTHE,YAWBEKO,TALIA CHC,TALIA,ICS PRIMARY SCHOOL-TALIA,197,9999-9-99999,New
BONTHE,YAWBEKO,TALIA CHC,NYADEHUN,NEW HARVEST PRIMARY SCHOOL-NYADEHUN,296,9999-9-99999,New
BONTHE,YAWBEKO,MOBEFA CHP,UBC PRIMARY SCHOOL-,UBC PRIMARY SCHOOL-,355,9999-9-99999,New
BONTHE,YAWBEKO,MOBEFA CHP,(R C HAHUN),ST MICHAEL PRIMARY SCHOOL (R C HAHUN),320,9999-9-99999,New
BONTHE,YAWBEKO,MOBEFA CHP,GBANGBA,ROMAN CATHOLIC PRIMARY SCHOOL-GBANGBA,165,9999-9-99999,New
BONTHE,YAWBEKO,SAAGOR CHP,GBEMBO,COMMUNITY PRIMARY SCHOOL-GBEMBO,70,9999-9-99999,New
BONTHE,YAWBEKO,SAAGOR CHP,SAAGOR,DEC PRIMARY SCHOOL-SAAGOR,184,9999-9-99999,New
BONTHE,YAWBEKO,SENEHUN GBLOH MCHP,SENEHUN GBLOH,DEC PRIMARY SCHOOL-SENEHUN GBLOH,128,9999-9-99999,New
BONTHE,YAWBEKO,SENEHUN GBLOH MCHP,FOWAH,DEC PRIMARY SCHOOL-FOWAH,172,9999-9-99999,New
PORT LOKO,KAFFU BULLOM,AL-AMIN CLINIC,NRW KAMBEES,CALVARY PRAISE ACADEMY PRIMARY SCHOOL,79,3303-2-13777,Old
PORT LOKO,KAFFU BULLOM,AL-AMIN CLINIC,ROYEAMA,Saffie Koroma Primary School,100,9999-9-99999,New
PORT LOKO,THAINKATOPA,ASEEHA MCHP,KONIKAY (THAINKATOPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,447,3313-2-04021,Old
PORT LOKO,THAINKATOPA,ASEEHA MCHP,ROKEL (THAINKATOPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,220,3313-2-04020,Old
PORT LOKO,LOKOMASAMA,Babara CHC,PITIFUL WALLAH (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,346,3307-2-03693,Old
PORT LOKO,LOKOMASAMA,Babara CHC,BABARA WALLAH (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,412,3307-2-03701,Old
PORT LOKO,LOKOMASAMA,Babara CHC,BABARA (LOKOMASAMA),KING FARHAD PRIMARY SCHOOL,370,3307-2-03684,Old
PORT LOKO,LOKOMASAMA,Babara CHC,Maforfy (Lokomasama),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,284,9999-9-99999,New
PORT LOKO,LOKOMASAMA,Bailor CHP,BAILOR (LOKOMASAMA),CHURCH OF GOD PRIMARY SCHOOL,687,3307-2-03730,Old
PORT LOKO,LOKOMASAMA,Bailor CHP,BAILOR (LOKOMASAMA),KANKAYLAY ISLAMIC PRIMARY BAILOR,664,3307-2-03731,Old
PORT LOKO,LOKOMASAMA,Bailor CHP,BOMIA (LOKOMASAMA),KANKAYLAY ISLAMIC PRIMARY BOMIA LOKOMASMA,643,3307-2-03732,Old
PORT LOKO,LOKOMASAMA,Bailor CHP,ROBENK (LOKOMASAMA),KING FAHAD ISLAMIC PRIMARY SCHOOL,343,3307-2-03741,Old
PORT LOKO,LOKOMASAMA,Bailor CHP,Bailor Town (Lokomasama),Bethesda Primary School,136,9999-9-99999,New
PORT LOKO,KASSEH,Barmoi CHP,GBONKO MAFORAY (KASSEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,178,3305-2-03498,Old
PORT LOKO,KASSEH,Barmoi CHP,GBARAY KASSEH (KASSEH),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,301,3305-2-03497,Old
PORT LOKO,KASSEH,Barmoi CHP,BARMOI (KASSEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,252,3305-2-03496,Old
PORT LOKO,KAMASONDO,Benkia CHP,MASUM MADICK (KAMASONDO),KANKAYLAY ISLAMIC PRIMARY SCHOOL,315,3304-2-03493,Old
PORT LOKO,KAMASONDO,Benkia CHP,POLLOTH (KAMASONDO),SAINT MARKS ROMAN CATHOLIC PRIMARY SCHOOL,238,3304-2-03487,Old
PORT LOKO,KAMASONDO,Benkia CHP,Making,St. Peters Primary school,370,9999-9-99999,New
PORT LOKO,KAMASONDO,Bundulai MCHP,BUNDULIA (KAMASONDO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,454,3304-2-03483,Old
PORT LOKO,KAMASONDO,Bundulai MCHP,GBONKOKASONKO (KAMASONDO),MOVEMENT OF FAITH PRIMARY SCHOOL,274,3304-2-12018,Old
PORT LOKO,KAMASONDO,Bundulai MCHP,MALI BUNDU (KAMASONDO),KANKAYLAY ISLAMIC PRIMARY SCHOOL,169,3304-2-03485,Old
PORT LOKO,KAMASONDO,Bundulai MCHP,Bath Sint,WCSL Primary School,386,9999-9-99999,New
PORT LOKO,KAMASONDO,Bundulai MCHP,Rogberay Ka Bangura,DAQVAH Amadiyya Primary School,112,9999-9-99999,New
PORT LOKO,BUREH,Bureh MCHP,YALISANDA (BUREH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,375,3302-2-03268,Old
PORT LOKO,BUREH,Bureh MCHP,ROKON BUREH (BUREH),KANKAYLAY ISLAMIC PRIMARY SCHOOL,266,3302-2-03242,Old
PORT LOKO,BUREH,Bureh MCHP,ROGBELLA (BUREH),CHILDREN WELFARE PRIMARY SCHOOL,262,3302-2-03266,Old
PORT LOKO,BUREH,Bureh MCHP,SIMBECK (BUREH),PHILIP ROSMA PRIMARY SCHOOL,179,9999-9-99999,New
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,KITONKI (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,324,3303-2-03402,Old
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,MAYAYA (KAFFU BULLOM),SAINT ALBERT ROMAN CATHOLIC PRIMARY SCHOOL,351,3303-2-03403,Old
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,PEWULAY (KAFFU BULLOM),CHURCH OF GOD PRIMARY SCHOOL,306,3303-2-03404,Old
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,CONAKRY-DEE (KAFFU BULLOM),KULAFAI RASHIDEEN LSLAMIC SCHOOL,259,3303-2-03401,Old
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,CONAKRY-DEE (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,515,3303-2-03400,Old
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,PEWULAY (KAFFU BULLOM),KULAFAI RASHIDEEN LSLAMIC PRIMARY SCHOOL,142,3303-2-03405,Old
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,CONAKRY DEE,Sarah Memorial Preparatory and Primary School,150,9999-9-99999,New
PORT LOKO,KAFFU BULLOM,Evans CHC,PONKA (KAFFU BULLOM),PONKA ACADEMY,183,3303-2-03294,Old
PORT LOKO,KAFFU BULLOM,Evans CHC,MAKASSA (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,490,3303-2-03308,Old
PORT LOKO,KAFFU BULLOM,Evans CHC,MAKASSA (KAFFU BULLOM),CHRIST EVANGELISTIC PRIMARY SCHOOL,136,3303-2-12476,Old
PORT LOKO,KAFFU BULLOM,GBANEH BANA CHP,GBANNEH BANA (KAFFU BULLOM),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,408,3303-2-03309,Old
PORT LOKO,KAFFU BULLOM,GBANEH BANA CHP,SANTIGIGIEYA (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,386,3303-2-03350,Old
PORT LOKO,KAFFU BULLOM,GBANEH BANA CHP,SAMUYA (KAFFU BULLOM),SUSU GOSPEL PRIMARY SCHOOL,296,3303-2-03355,Old
PORT LOKO,KAFFU BULLOM,GBANEH LOL CHP,TOMBO BANA (KAFFU BULLOM),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,294,3303-2-03336,Old
PORT LOKO,KAFFU BULLOM,GBANEH LOL CHP,MABENDO (KAFFU BULLOM),P.C. BAI SHEBORA SHEBA GBEREH III PRIMARY,212,3303-2-03334,Old
PORT LOKO,KAFFU BULLOM,GBANEH LOL CHP,TOMBO BANA (KAFFU BULLOM),INTERNATIONAL AID TRUST NEW HOPE PRIMARY,212,3303-2-03327,Old
PORT LOKO,KAFFU BULLOM,GBANEH LOL CHP,GBANEH LOL,Amen International Academy,200,9999-9-99999,New
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,GBAINTY WALLAH (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,310,3307-2-03686,Old
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,GBAINTY WALLAH (LOKOMASAMA),ROMAN CATHOLIC PRIMARY SCHOOL,395,3307-2-03685,Old
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,KATIC (LOKOMASAMA),CHURCH OF GOD PRIMARY SCHOOL,528,3307-2-03690,Old
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,MAFORAY (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,298,3307-2-03691,Old
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,MAPANG (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,360,3307-2-03703,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,ROKON (BAKEH LOKO),EVANGELICAL MODEL PRIIMARY SCHOOL,139,3301-2-03203,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,ROMANY EACH 1 (ROFANYEA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,357,3301-2-03182,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,LIMBA CORNER (MAFORKI),ROMAN CATHOLIC PRIMARY SCHOOL,311,3309-2-03804,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,MARONKA (BAKEH LOKO),EDUCAID PRIMARY SCHOOL MARONKA,105,3301-2-03205,Old
